Year,Year Code,State,State Code,Sex,Sex Code,Deaths,Population,Crude Rate
2019,2019,Georgia,13,Female,F,292,5456999,5.4
2019,2019,Georgia,13,Male,M,570,5160424,11.0
2019,2019,Hawaii,15,Female,F,19,707832,Unreliable
2019,2019,Hawaii,15,Male,M,36,708040,5.1
2019,2019,Idaho,16,Female,F,62,891137,7.0
2019,2019,Idaho,16,Male,M,71,895928,7.9
2019,2019,Illinois,17,Female,F,630,6445263,9.8
2019,2019,Illinois,17,Male,M,1589,6226558,25.5
2019,2019,Indiana,18,Female,F,426,3411859,12.5
2019,2019,Indiana,18,Male,M,828,3320360,24.9
2019,2019,Iowa,19,Female,F,53,1583995,3.3
2019,2019,Iowa,19,Male,M,108,1571075,6.9
2019,2019,Kansas,20,Female,F,73,1461617,5.0
2019,2019,Kansas,20,Male,M,111,1451697,7.6
2019,2019,Kentucky,21,Female,F,368,2266644,16.2
2019,2019,Kentucky,21,Male,M,668,2201029,30.3
2019,2019,Louisiana,22,Female,F,181,2381744,7.6
2019,2019,Louisiana,22,Male,M,377,2267050,16.6
2019,2019,Maine,23,Female,F,93,686100,13.6
2019,2019,Maine,23,Male,M,230,658112,34.9
2019,2019,Maryland,24,Female,F,579,3116815,18.6
2019,2019,Maryland,24,Male,M,1525,2928865,52.1
2019,2019,Massachusetts,25,Female,F,492,3546935,13.9
2019,2019,Massachusetts,25,Male,M,1477,3345568,44.1
2019,2019,Michigan,26,Female,F,570,5068329,11.2
2019,2019,Michigan,26,Male,M,1219,4918528,24.8
2019,2019,Minnesota,27,Female,F,143,2829821,5.1
2019,2019,Minnesota,27,Male,M,285,2809811,10.1
2019,2019,Mississippi,28,Female,F,88,1533857,5.7
2019,2019,Mississippi,28,Male,M,157,1442292,10.9
2019,2019,Missouri,29,Female,F,358,3124766,11.5
2019,2019,Missouri,29,Male,M,738,3012662,24.5
2019,2019,Montana,30,Female,F,29,530712,5.5
2019,2019,Montana,30,Male,M,41,538066,7.6
2019,2019,Nebraska,31,Female,F,30,967959,3.1
2019,2019,Nebraska,31,Male,M,38,966449,3.9
2019,2019,Nevada,32,Female,F,142,1535329,9.2
2019,2019,Nevada,32,Male,M,231,1544827,15.0
2019,2019,New Hampshire,33,Female,F,116,685918,16.9
2019,2019,New Hampshire,33,Male,M,249,673793,37.0
2019,2019,New Jersey,34,Female,F,671,4541603,14.8
2019,2019,New Jersey,34,Male,M,1831,4340587,42.2
2019,2019,New Mexico,35,Female,F,134,1059397,12.6
2019,2019,New Mexico,35,Male,M,260,1037432,25.1
2019,2019,New York,36,Female,F,809,10005715,8.1
2019,2019,New York,36,Male,M,2130,9447846,22.5
2019,2019,North Carolina,37,Female,F,547,5387820,10.2
2019,2019,North Carolina,37,Male,M,1270,5100264,24.9
2019,2019,North Dakota,38,Female,F,19,372030,Unreliable
2019,2019,North Dakota,38,Male,M,24,390032,6.2
2019,2019,Ohio,39,Female,F,1090,5958538,18.3
2019,2019,Ohio,39,Male,M,2362,5730562,41.2
2019,2019,Oklahoma,40,Female,F,107,1996313,5.4
2019,2019,Oklahoma,40,Male,M,161,1960658,8.2
2019,2019,Oregon,41,Female,F,112,2127010,5.3
2019,2019,Oregon,41,Male,M,220,2090727,10.5
2019,2019,Pennsylvania,42,Female,F,878,6527628,13.5
2019,2019,Pennsylvania,42,Male,M,2156,6274361,34.4
2019,2019,Rhode Island,44,Female,F,66,543686,12.1
2019,2019,Rhode Island,44,Male,M,174,515675,33.7
2019,2019,South Carolina,45,Female,F,300,2655575,11.3
2019,2019,South Carolina,45,Male,M,562,2493139,22.5
2019,2019,South Dakota,46,Female,F,16,437902,Unreliable
2019,2019,South Dakota,46,Male,M,23,446757,5.1
2019,2019,Tennessee,47,Female,F,522,3496935,14.9
2019,2019,Tennessee,47,Male,M,1021,3332239,30.6
2019,2019,Texas,48,Female,F,453,14593179,3.1
2019,2019,Texas,48,Male,M,1044,14402702,7.2
2019,2019,Utah,49,Female,F,168,1591041,10.6
2019,2019,Utah,49,Male,M,229,1614917,14.2
2019,2019,Vermont,50,Female,F,38,315673,12.0
2019,2019,Vermont,50,Male,M,76,308316,24.7
2019,2019,Virginia,51,Female,F,428,4335262,9.9
2019,2019,Virginia,51,Male,M,838,4200257,20.0
2019,2019,Washington,53,Female,F,277,3802910,7.3
2019,2019,Washington,53,Male,M,550,3811983,14.4
2019,2019,West Virginia,54,Female,F,224,904377,24.8
2019,2019,West Virginia,54,Male,M,449,887770,50.6
2019,2019,Wisconsin,55,Female,F,307,2925225,10.5
2019,2019,Wisconsin,55,Male,M,621,2897209,21.4
2019,2019,Wyoming,56,Female,F,17,284029,Unreliable
2019,2019,Wyoming,56,Male,M,30,294730,10.2
2020,2020,Alabama,01,Female,F,190,2544566,7.5
2020,2020,Alabama,01,Male,M,421,2376966,17.7
2020,2020,Alaska,02,Female,F,40,349621,11.4
2020,2020,Alaska,02,Male,M,72,381537,18.9
2020,2020,Arizona,04,Female,F,524,3735475,14.0
2020,2020,Arizona,04,Male,M,1360,3685926,36.9
2020,2020,Arkansas,05,Female,F,127,1543666,8.2
2020,2020,Arkansas,05,Male,M,157,1486856,10.6
2020,2020,California,06,Female,F,1285,19790589,6.5
2020,2020,California,06,Male,M,4223,19577489,21.6
2020,2020,Colorado,08,Female,F,307,2881832,10.7
2020,2020,Colorado,08,Male,M,671,2925887,22.9
2020,2020,Connecticut,09,Female,F,311,1822086,17.1
2020,2020,Connecticut,09,Male,M,939,1734920,54.1
2020,2020,Delaware,10,Female,F,136,510069,26.7
2020,2020,Delaware,10,Male,M,271,476740,56.8
2020,2020,District of Columbia,11,Female,F,98,374884,26.1
2020,2020,District of Columbia,11,Male,M,239,337932,70.7
2020,2020,Florida,12,Female,F,1539,11113132,13.8
2020,2020,Florida,12,Male,M,3931,10620180,37.0
2020,2020,Georgia,13,Female,F,444,5508468,8.1
2020,2020,Georgia,13,Male,M,861,5201549,16.6
2020,2020,Hawaii,15,Female,F,21,702640,3.0
2020,2020,Hawaii,15,Male,M,53,704366,7.5
2020,2020,Idaho,16,Female,F,68,910789,7.5
2020,2020,Idaho,16,Male,M,92,916124,10.0
2020,2020,Illinois,17,Female,F,778,6402224,12.2
2020,2020,Illinois,17,Male,M,2170,6185306,35.1
2020,2020,Indiana,18,Female,F,571,3422994,16.7
2020,2020,Indiana,18,Male,M,1306,3331959,39.2
2020,2020,Iowa,19,Female,F,82,1587866,5.2
2020,2020,Iowa,19,Male,M,142,1575695,9.0
2020,2020,Kansas,20,Female,F,91,1462265,6.2
2020,2020,Kansas,20,Male,M,171,1451540,11.8
2020,2020,Kentucky,21,Female,F,516,2271906,22.7
2020,2020,Kentucky,21,Male,M,1172,2205345,53.1
2020,2020,Louisiana,22,Female,F,278,2381158,11.7
2020,2020,Louisiana,22,Male,M,667,2264160,29.5
2020,2020,Maine,23,Female,F,121,688840,17.6
2020,2020,Maine,23,Male,M,299,661301,45.2
2020,2020,Maryland,24,Female,F,694,3123228,22.2
2020,2020,Maryland,24,Male,M,1810,2932574,61.7
2020,2020,Massachusetts,25,Female,F,566,3546542,16.0
2020,2020,Massachusetts,25,Male,M,1499,3347032,44.8
2020,2020,Michigan,26,Female,F,652,5058742,12.9
2020,2020,Michigan,26,Male,M,1538,4907813,31.3
2020,2020,Minnesota,27,Female,F,233,2838748,8.2
2020,2020,Minnesota,27,Male,M,445,2818594,15.8
2020,2020,Mississippi,28,Female,F,140,1530971,9.1
2020,2020,Mississippi,28,Male,M,265,1435815,18.5
2020,2020,Missouri,29,Female,F,418,3133825,13.3
2020,2020,Missouri,29,Male,M,959,3017723,31.8
2020,2020,Montana,30,Female,F,22,536476,4.1
2020,2020,Montana,30,Male,M,64,544101,11.8
2020,2020,Nebraska,31,Female,F,43,969739,4.4
2020,2020,Nebraska,31,Male,M,58,967813,6.0
2020,2020,Nevada,32,Female,F,186,1565619,11.9
2020,2020,Nevada,32,Male,M,373,1572640,23.7
2020,2020,New Hampshire,33,Female,F,96,689281,13.9
2020,2020,New Hampshire,33,Male,M,245,676994,36.2
2020,2020,New Jersey,34,Female,F,632,4539322,13.9
2020,2020,New Jersey,34,Male,M,1906,4343049,43.9
2020,2020,New Mexico,35,Female,F,181,1063860,17.0
2020,2020,New Mexico,35,Male,M,354,1042459,34.0
2020,2020,New York,36,Female,F,1100,9946279,11.1
2020,2020,New York,36,Male,M,3133,9390497,33.4
2020,2020,North Carolina,37,Female,F,785,5448241,14.4
2020,2020,North Carolina,37,Male,M,1849,5152582,35.9
2020,2020,North Dakota,38,Female,F,24,373494,6.4
2020,2020,North Dakota,38,Male,M,47,391815,12.0
2020,2020,Ohio,39,Female,F,1368,5960556,23.0
2020,2020,Ohio,39,Male,M,3017,5732661,52.6
2020,2020,Oklahoma,40,Female,F,125,2009602,6.2
2020,2020,Oklahoma,40,Male,M,195,1971181,9.9
2020,2020,Oregon,41,Female,F,166,2139046,7.8
2020,2020,Oregon,41,Male,M,333,2102461,15.8
2020,2020,Pennsylvania,42,Female,F,1127,6516212,17.3
2020,2020,Pennsylvania,42,Male,M,2780,6267042,44.4
2020,2020,Rhode Island,44,Female,F,76,542433,14.0
2020,2020,Rhode Island,44,Male,M,255,514692,49.5
2020,2020,South Carolina,45,Female,F,448,2694628,16.6
2020,2020,South Carolina,45,Male,M,961,2523412,38.1
2020,2020,South Dakota,46,Female,F,16,442058,Unreliable
2020,2020,South Dakota,46,Male,M,30,450659,6.7
2020,2020,Tennessee,47,Female,F,793,3528814,22.5
2020,2020,Tennessee,47,Male,M,1619,3358020,48.2
2020,2020,Texas,48,Female,F,654,14779708,4.4
2020,2020,Texas,48,Male,M,1470,14581051,10.1
2020,2020,Utah,49,Female,F,181,1612139,11.2
2020,2020,Utah,49,Male,M,266,1637740,16.2
2020,2020,Vermont,50,Female,F,47,315355,14.9
2020,2020,Vermont,50,Male,M,110,307992,35.7
2020,2020,Virginia,51,Female,F,580,4363032,13.3
2020,2020,Virginia,51,Male,M,1317,4227531,31.2
2020,2020,Washington,53,Female,F,356,3840014,9.3
2020,2020,Washington,53,Male,M,839,3853598,21.8
2020,2020,West Virginia,54,Female,F,338,900511,37.5
2020,2020,West Virginia,54,Male,M,791,884276,89.5
2020,2020,Wisconsin,55,Female,F,377,2928939,12.9
2020,2020,Wisconsin,55,Male,M,874,2903716,30.1
2020,2020,Wyoming,56,Female,F,19,285437,Unreliable
2020,2020,Wyoming,56,Male,M,41,296891,13.8
2021,2021,Alabama,01,Female,F,314,2591778,12.1
2021,2021,Alabama,01,Male,M,667,2448099,27.2
2021,2021,Alaska,02,Female,F,82,348469,23.5
2021,2021,Alaska,02,Male,M,119,384204,31.0
2021,2021,Arizona,04,Female,F,550,3642602,15.1
2021,2021,Arizona,04,Male,M,1450,3633714,39.9
2021,2021,Arkansas,05,Female,F,149,1532713,9.7
2021,2021,Arkansas,05,Male,M,237,1493178,15.9
2021,2021,California,06,Female,F,1678,19620646,8.6
2021,2021,California,06,Male,M,5503,19617190,28.1
2021,2021,Colorado,08,Female,F,404,2867419,14.1
2021,2021,Colorado,08,Male,M,885,2944650,30.1
2021,2021,Connecticut,09,Female,F,386,1836010,21.0
2021,2021,Connecticut,09,Male,M,1007,1769587,56.9
2021,2021,Delaware,10,Female,F,141,516048,27.3
2021,2021,Delaware,10,Male,M,309,487336,63.4
2021,2021,District of Columbia,11,Female,F,93,351146,26.5
2021,2021,District of Columbia,11,Male,M,255,318904,80.0
2021,2021,Florida,12,Female,F,1710,11070771,15.4
2021,2021,Florida,12,Male,M,4230,10710357,39.5
2021,2021,Georgia,13,Female,F,590,5529805,10.7
2021,2021,Georgia,13,Male,M,1209,5269761,22.9
2021,2021,Hawaii,15,Female,F,31,716220,4.3
2021,2021,Hawaii,15,Male,M,60,725333,8.3
2021,2021,Idaho,16,Female,F,85,942307,9.0
2021,2021,Idaho,16,Male,M,151,958616,15.8
2021,2021,Illinois,17,Female,F,793,6406387,12.4
2021,2021,Illinois,17,Male,M,2257,6265082,36.0
2021,2021,Indiana,18,Female,F,723,3428315,21.1
2021,2021,Indiana,18,Male,M,1483,3377670,43.9
2021,2021,Iowa,19,Female,F,90,1591695,5.7
2021,2021,Iowa,19,Male,M,169,1601384,10.6
2021,2021,Kansas,20,Female,F,146,1464091,10.0
2021,2021,Kansas,20,Male,M,289,1470491,19.7
2021,2021,Kentucky,21,Female,F,622,2275505,27.3
2021,2021,Kentucky,21,Male,M,1275,2233889,57.1
2021,2021,Louisiana,22,Female,F,408,2358856,17.3
2021,2021,Louisiana,22,Male,M,927,2265191,40.9
2021,2021,Maine,23,Female,F,154,695754,22.1
2021,2021,Maine,23,Male,M,393,676493,58.1
2021,2021,Maryland,24,Female,F,682,3162705,21.6
2021,2021,Maryland,24,Male,M,1778,3002424,59.2
2021,2021,Massachusetts,25,Female,F,608,3572631,17.0
2021,2021,Massachusetts,25,Male,M,1659,3412092,48.6
2021,2021,Michigan,26,Female,F,783,5070232,15.4
2021,2021,Michigan,26,Male,M,1753,4980579,35.2
2021,2021,Minnesota,27,Female,F,295,2846977,10.4
2021,2021,Minnesota,27,Male,M,683,2860413,23.9
2021,2021,Mississippi,28,Female,F,196,1514629,12.9
2021,2021,Mississippi,28,Male,M,360,1435336,25.1
2021,2021,Missouri,29,Female,F,478,3123522,15.3
2021,2021,Missouri,29,Male,M,1104,3044665,36.3
2021,2021,Montana,30,Female,F,39,545001,7.2
2021,2021,Montana,30,Male,M,75,559270,13.4
2021,2021,Nebraska,31,Female,F,40,976900,4.1
2021,2021,Nebraska,31,Male,M,73,986792,7.4
2021,2021,Nevada,32,Female,F,224,1559894,14.4
2021,2021,Nevada,32,Male,M,381,1584097,24.1
2021,2021,New Hampshire,33,Female,F,123,695860,17.7
2021,2021,New Hampshire,33,Male,M,259,693132,37.4
2021,2021,New Jersey,34,Female,F,714,4705188,15.2
2021,2021,New Jersey,34,Male,M,1958,4561942,42.9
2021,2021,New Mexico,35,Female,F,232,1063180,21.8
2021,2021,New Mexico,35,Male,M,518,1052697,49.2
2021,2021,New York,36,Female,F,1324,10140611,13.1
2021,2021,New York,36,Male,M,3622,9695302,37.4
2021,2021,North Carolina,37,Female,F,1010,5394907,18.7
2021,2021,North Carolina,37,Male,M,2329,5156255,45.2
2021,2021,North Dakota,38,Female,F,21,376539,5.6
2021,2021,North Dakota,38,Male,M,53,398409,13.3
2021,2021,Ohio,39,Female,F,1344,5967819,22.5
2021,2021,Ohio,39,Male,M,3112,5812198,53.5
2021,2021,Oklahoma,40,Female,F,163,2002339,8.1
2021,2021,Oklahoma,40,Male,M,305,1984300,15.4
2021,2021,Oregon,41,Female,F,232,2129317,10.9
2021,2021,Oregon,41,Male,M,547,2116838,25.8
2021,2021,Pennsylvania,42,Female,F,1221,6564246,18.6
2021,2021,Pennsylvania,42,Male,M,2860,6399810,44.7
2021,2021,Rhode Island,44,Female,F,123,558649,22.0
2021,2021,Rhode Island,44,Male,M,262,536961,48.8
2021,2021,South Carolina,45,Female,F,534,2666990,20.0
2021,2021,South Carolina,45,Male,M,1178,2523715,46.7
2021,2021,South Dakota,46,Female,F,22,440534,5.0
2021,2021,South Dakota,46,Male,M,24,454842,5.3
2021,2021,Tennessee,47,Female,F,978,3555217,27.5
2021,2021,Tennessee,47,Male,M,2060,3420001,60.2
2021,2021,Texas,48,Female,F,890,14791971,6.0
2021,2021,Texas,48,Male,M,1880,14735970,12.8
2021,2021,Utah,49,Female,F,164,1647906,10.0
2021,2021,Utah,49,Male,M,282,1690069,16.7
2021,2021,Vermont,50,Female,F,71,324720,21.9
2021,2021,Vermont,50,Male,M,147,320850,45.8
2021,2021,Virginia,51,Female,F,629,4365073,14.4
2021,2021,Virginia,51,Male,M,1601,4277201,37.4
2021,2021,Washington,53,Female,F,501,3840425,13.0
2021,2021,Washington,53,Male,M,1122,3898267,28.8
2021,2021,West Virginia,54,Female,F,396,893861,44.3
2021,2021,West Virginia,54,Male,M,857,889098,96.4
2021,2021,Wisconsin,55,Female,F,437,2942034,14.9
2021,2021,Wisconsin,55,Male,M,1000,2953874,33.9
2021,2021,Wyoming,56,Female,F,31,282589,11.0
2021,2021,Wyoming,56,Male,M,40,296214,13.5
2022,2022,Alabama,01,Female,F,346,2606936,13.3
2022,2022,Alabama,01,Male,M,751,2467360,30.4
2022,2022,Alaska,02,Female,F,62,347636,17.8
2022,2022,Alaska,02,Male,M,126,385947,32.6
2022,2022,Arizona,04,Female,F,461,3680163,12.5
2022,2022,Arizona,04,Male,M,1469,3679034,39.9
2022,2022,Arkansas,05,Female,F,153,1540160,9.9
2022,2022,Arkansas,05,Male,M,235,1505477,15.6
2022,2022,California,06,Female,F,1611,19494326,8.3
2022,2022,California,06,Male,M,5736,19535016,29.4
2022,2022,Colorado,08,Female,F,363,2875382,12.6
2022,2022,Colorado,08,Male,M,814,2964544,27.5
2022,2022,Connecticut,09,Female,F,358,1849951,19.4
2022,2022,Connecticut,09,Male,M,991,1776254,55.8
2022,2022,Delaware,10,Female,F,153,523876,29.2
2022,2022,Delaware,10,Male,M,337,494520,68.1
2022,2022,District of Columbia,11,Female,F,98,352121,27.8
2022,2022,District of Columbia,11,Male,M,247,319682,77.3
2022,2022,Florida,12,Female,F,1635,11299397,14.5
2022,2022,Florida,12,Male,M,3946,10945426,36.1
2022,2022,Georgia,13,Female,F,614,5582224,11.0
2022,2022,Georgia,13,Male,M,1369,5330652,25.7
2022,2022,Hawaii,15,Female,F,22,715485,3.1
2022,2022,Hawaii,15,Male,M,81,724711,11.2
2022,2022,Idaho,16,Female,F,98,961894,10.2
2022,2022,Idaho,16,Male,M,172,977139,17.6
2022,2022,Illinois,17,Female,F,846,6353298,13.3
2022,2022,Illinois,17,Male,M,2343,6228734,37.6
2022,2022,Indiana,18,Female,F,654,3437549,19.0
2022,2022,Indiana,18,Male,M,1418,3395488,41.8
2022,2022,Iowa,19,Female,F,70,1593780,4.4
2022,2022,Iowa,19,Male,M,166,1606737,10.3
2022,2022,Kansas,20,Female,F,164,1461695,11.2
2022,2022,Kansas,20,Male,M,342,1475455,23.2
2022,2022,Kentucky,21,Female,F,582,2271801,25.6
2022,2022,Kentucky,21,Male,M,1185,2240509,52.9
2022,2022,Louisiana,22,Female,F,424,2342871,18.1
2022,2022,Louisiana,22,Male,M,943,2247370,42.0
2022,2022,Maine,23,Female,F,156,702108,22.2
2022,2022,Maine,23,Male,M,463,683232,67.8
2022,2022,Maryland,24,Female,F,631,3162751,20.0
2022,2022,Maryland,24,Male,M,1616,3001909,53.8
2022,2022,Massachusetts,25,Female,F,638,3564024,17.9
2022,2022,Massachusetts,25,Male,M,1688,3417950,49.4
2022,2022,Michigan,26,Female,F,710,5051569,14.1
2022,2022,Michigan,26,Male,M,1708,4982544,34.3
2022,2022,Minnesota,27,Female,F,289,2845968,10.2
2022,2022,Minnesota,27,Male,M,742,2871216,25.8
2022,2022,Mississippi,28,Female,F,164,1511281,10.9
2022,2022,Mississippi,28,Male,M,379,1428776,26.5
2022,2022,Missouri,29,Female,F,487,3123136,15.6
2022,2022,Missouri,29,Male,M,1099,3054821,36.0
2022,2022,Montana,30,Female,F,48,553021,8.7
2022,2022,Montana,30,Male,M,82,569846,14.4
2022,2022,Nebraska,31,Female,F,49,977251,5.0
2022,2022,Nebraska,31,Male,M,73,990672,7.4
2022,2022,Nevada,32,Female,F,225,1573920,14.3
2022,2022,Nevada,32,Male,M,414,1603852,25.8
2022,2022,New Hampshire,33,Female,F,117,697422,16.8
2022,2022,New Hampshire,33,Male,M,314,697809,45.0
2022,2022,New Jersey,34,Female,F,668,4696685,14.2
2022,2022,New Jersey,34,Male,M,1969,4565014,43.1
2022,2022,New Mexico,35,Female,F,224,1060193,21.1
2022,2022,New Mexico,35,Male,M,509,1053151,48.3
2022,2022,New York,36,Female,F,1351,10050941,13.4
2022,2022,New York,36,Male,M,4010,9626210,41.7
2022,2022,North Carolina,37,Female,F,1111,5459144,20.4
2022,2022,North Carolina,37,Male,M,2528,5239829,48.2
2022,2022,North Dakota,38,Female,F,33,378798,8.7
2022,2022,North Dakota,38,Male,M,64,400463,16.0
2022,2022,Ohio,39,Female,F,1324,5946374,22.3
2022,2022,Ohio,39,Male,M,2906,5809684,50.0
2022,2022,Oklahoma,40,Female,F,250,2015318,12.4
2022,2022,Oklahoma,40,Male,M,511,2004482,25.5
2022,2022,Oregon,41,Female,F,274,2122965,12.9
2022,2022,Oregon,41,Male,M,694,2117172,32.8
2022,2022,Pennsylvania,42,Female,F,1154,6566665,17.6
2022,2022,Pennsylvania,42,Male,M,2806,6405343,43.8
2022,2022,Rhode Island,44,Female,F,88,556739,15.8
2022,2022,Rhode Island,44,Male,M,245,536995,45.6
2022,2022,South Carolina,45,Female,F,594,2710515,21.9
2022,2022,South Carolina,45,Male,M,1237,2572119,48.1
2022,2022,South Dakota,46,Female,F,23,447101,5.1
2022,2022,South Dakota,46,Male,M,23,462723,5.0
2022,2022,Tennessee,47,Female,F,930,3588981,25.9
2022,2022,Tennessee,47,Male,M,2132,3462358,61.6
2022,2022,Texas,48,Female,F,970,15010122,6.5
2022,2022,Texas,48,Male,M,2202,15019450,14.7
2022,2022,Utah,49,Female,F,168,1663969,10.1
2022,2022,Utah,49,Male,M,259,1716831,15.1
2022,2022,Vermont,50,Female,F,79,325039,24.3
2022,2022,Vermont,50,Male,M,160,322025,49.7
2022,2022,Virginia,51,Female,F,585,4384505,13.3
2022,2022,Virginia,51,Male,M,1523,4299114,35.4
2022,2022,Washington,53,Female,F,583,3857444,15.1
2022,2022,Washington,53,Male,M,1480,3928342,37.7
2022,2022,West Virginia,54,Female,F,331,888850,37.2
2022,2022,West Virginia,54,Male,M,815,886306,92.0
2022,2022,Wisconsin,55,Female,F,414,2937233,14.1
2022,2022,Wisconsin,55,Male,M,1019,2955306,34.5
2022,2022,Wyoming,56,Female,F,39,283427,13.8
2022,2022,Wyoming,56,Male,M,44,297954,14.8
2023,2023,Alabama,01,Female,F,355,2629215,13.5
2023,2023,Alabama,01,Male,M,847,2479253,34.2
2023,2023,Alaska,02,Female,F,99,348061,28.4
2023,2023,Alaska,02,Male,M,191,385345,49.6
2023,2023,Arizona,04,Female,F,474,3723615,12.7
2023,2023,Arizona,04,Male,M,1476,3707729,39.8
2023,2023,Arkansas,05,Female,F,110,1553895,7.1
2023,2023,Arkansas,05,Male,M,204,1513837,13.5
2023,2023,California,06,Female,F,1742,19519540,8.9
2023,2023,California,06,Male,M,6146,19445653,31.6
2023,2023,Colorado,08,Female,F,367,2901403,12.6
2023,2023,Colorado,08,Male,M,937,2976207,31.5
2023,2023,Connecticut,09,Female,F,282,1843238,15.3
2023,2023,Connecticut,09,Male,M,905,1773938,51.0
2023,2023,Delaware,10,Female,F,146,532742,27.4
2023,2023,Delaware,10,Male,M,311,499148,62.3
2023,2023,District of Columbia,11,Female,F,103,357257,28.8
2023,2023,District of Columbia,11,Male,M,247,321715,76.8
2023,2023,Florida,12,Female,F,1465,11501917,12.7
2023,2023,Florida,12,Male,M,3584,11108809,32.3
2023,2023,Georgia,13,Female,F,606,5654215,10.7
2023,2023,Georgia,13,Male,M,1275,5375012,23.7
2023,2023,Hawaii,15,Female,F,30,715343,4.2
2023,2023,Hawaii,15,Male,M,103,719795,14.3
2023,2023,Idaho,16,Female,F,93,976267,9.5
2023,2023,Idaho,16,Male,M,172,988459,17.4
2023,2023,Illinois,17,Female,F,722,6348606,11.4
2023,2023,Illinois,17,Male,M,2171,6201083,35.0
2023,2023,Indiana,18,Female,F,548,3457728,15.8
2023,2023,Indiana,18,Male,M,1151,3404471,33.8
2023,2023,Iowa,19,Female,F,95,1598960,5.9
2023,2023,Iowa,19,Male,M,158,1608044,9.8
2023,2023,Kansas,20,Female,F,150,1465908,10.2
2023,2023,Kansas,20,Male,M,273,1474638,18.5
2023,2023,Kentucky,21,Female,F,511,2283019,22.4
2023,2023,Kentucky,21,Male,M,1114,2243135,49.7
2023,2023,Louisiana,22,Female,F,329,2338851,14.1
2023,2023,Louisiana,22,Male,M,789,2234898,35.3
2023,2023,Maine,23,Female,F,135,708167,19.1
2023,2023,Maine,23,Male,M,379,687555,55.1
2023,2023,Maryland,24,Female,F,631,3175850,19.9
2023,2023,Maryland,24,Male,M,1572,3004403,52.3
2023,2023,Massachusetts,25,Female,F,589,3580964,16.4
2023,2023,Massachusetts,25,Male,M,1520,3420435,44.4
2023,2023,Michigan,26,Female,F,678,5063720,13.4
2023,2023,Michigan,26,Male,M,1627,4973541,32.7
2023,2023,Minnesota,27,Female,F,317,2862540,11.1
2023,2023,Minnesota,27,Male,M,677,2875375,23.5
2023,2023,Mississippi,28,Female,F,154,1513972,10.2
2023,2023,Mississippi,28,Male,M,339,1425718,23.8
2023,2023,Missouri,29,Female,F,429,3138564,13.7
2023,2023,Missouri,29,Male,M,1029,3057592,33.7
2023,2023,Montana,30,Female,F,44,558871,7.9
2023,2023,Montana,30,Male,M,85,573941,14.8
2023,2023,Nebraska,31,Female,F,26,983627,2.6
2023,2023,Nebraska,31,Male,M,52,994752,5.2
2023,2023,Nevada,32,Female,F,232,1586320,14.6
2023,2023,Nevada,32,Male,M,630,1607856,39.2
2023,2023,New Hampshire,33,Female,F,113,702361,16.1
2023,2023,New Hampshire,33,Male,M,286,699693,40.9
2023,2023,New Jersey,34,Female,F,607,4718529,12.9
2023,2023,New Jersey,34,Male,M,1743,4572312,38.1
2023,2023,New Mexico,35,Female,F,212,1063315,19.9
2023,2023,New Mexico,35,Male,M,502,1051056,47.8
2023,2023,New York,36,Female,F,1393,10015595,13.9
2023,2023,New York,36,Male,M,3915,9555621,41.0
2023,2023,North Carolina,37,Female,F,865,5538969,15.6
2023,2023,North Carolina,37,Male,M,2050,5296522,38.7
2023,2023,North Dakota,38,Female,F,25,381838,6.5
2023,2023,North Dakota,38,Male,M,62,402088,15.4
2023,2023,Ohio,39,Female,F,1164,5973286,19.5
2023,2023,Ohio,39,Male,M,2641,5812649,45.4
2023,2023,Oklahoma,40,Female,F,258,2037066,12.7
2023,2023,Oklahoma,40,Male,M,578,2016758,28.7
2023,2023,Oregon,41,Female,F,343,2125147,16.1
2023,2023,Oregon,41,Male,M,1041,2108211,49.4
2023,2023,Pennsylvania,42,Female,F,1033,6571832,15.7
2023,2023,Pennsylvania,42,Male,M,2543,6389851,39.8
2023,2023,Rhode Island,44,Female,F,108,558503,19.3
2023,2023,Rhode Island,44,Male,M,239,537459,44.5
2023,2023,South Carolina,45,Female,F,553,2762518,20.0
2023,2023,South Carolina,45,Male,M,1164,2611037,44.6
2023,2023,South Dakota,46,Female,F,19,451921,Unreliable
2023,2023,South Dakota,46,Male,M,29,467397,6.2
2023,2023,Tennessee,47,Female,F,868,3631374,23.9
2023,2023,Tennessee,47,Male,M,2062,3495115,59.0
2023,2023,Texas,48,Female,F,957,15287209,6.3
2023,2023,Texas,48,Male,M,2224,15216092,14.6
2023,2023,Utah,49,Female,F,179,1686145,10.6
2023,2023,Utah,49,Male,M,320,1731589,18.5
2023,2023,Vermont,50,Female,F,62,326028,19.0
2023,2023,Vermont,50,Male,M,170,321436,52.9
2023,2023,Virginia,51,Female,F,566,4409697,12.8
2023,2023,Virginia,51,Male,M,1512,4306001,35.1
2023,2023,Washington,53,Female,F,749,3878878,19.3
2023,2023,Washington,53,Male,M,2086,3934002,53.0
2023,2023,West Virginia,54,Female,F,380,886438,42.9
2023,2023,West Virginia,54,Male,M,804,883633,91.0
2023,2023,Wisconsin,55,Female,F,434,2951439,14.7
2023,2023,Wisconsin,55,Male,M,987,2959516,33.4
2023,2023,Wyoming,56,Female,F,40,285032,14.0
2023,2023,Wyoming,56,Male,M,46,299025,15.4
